2026-04-15 13:27:31,404 run_nebius INFO loading Nebius traces (models=['swe-agent-llama-70b'], limit=30)
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
2026-04-15 13:27:33,778 huggingface_hub.utils._http WARNING Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
2026-04-15 13:27:35,163 inspect_degradation.datasets.nebius INFO nebius: loaded 30 traces (1 distinct models)
2026-04-15 13:27:35,163 run_nebius INFO loaded 30 traces, 632 total steps
2026-04-15 13:27:35,171 run_nebius INFO 0 traces already cached in results/phase3-uncapped/minimax.cache.jsonl
2026-04-15 13:27:35,171 run_nebius INFO grading 30 pending traces (0 cached, 30 total)
2026-04-15 13:27:35,917 run_nebius INFO [minimax] 1/30 done (46 steps, 0 errors so far)
2026-04-15 13:27:35,925 run_nebius INFO [minimax] 2/30 done (8 steps, 0 errors so far)
2026-04-15 13:27:35,938 run_nebius INFO [minimax] 3/30 done (21 steps, 0 errors so far)
2026-04-15 13:27:35,963 run_nebius INFO [minimax] 4/30 done (44 steps, 0 errors so far)
2026-04-15 13:27:35,968 run_nebius INFO [minimax] 5/30 done (4 steps, 0 errors so far)
2026-04-15 13:27:35,976 run_nebius INFO [minimax] 6/30 done (12 steps, 0 errors so far)
2026-04-15 13:27:35,996 run_nebius INFO [minimax] 7/30 done (32 steps, 0 errors so far)
2026-04-15 13:27:36,003 run_nebius INFO [minimax] 8/30 done (10 steps, 0 errors so far)
2026-04-15 13:27:36,016 run_nebius INFO [minimax] 9/30 done (22 steps, 0 errors so far)
2026-04-15 13:27:36,038 run_nebius INFO [minimax] 10/30 done (40 steps, 0 errors so far)
2026-04-15 13:27:36,053 run_nebius INFO [minimax] 11/30 done (22 steps, 0 errors so far)
2026-04-15 13:27:36,074 run_nebius INFO [minimax] 12/30 done (35 steps, 0 errors so far)
2026-04-15 13:27:36,080 run_nebius INFO [minimax] 13/30 done (8 steps, 0 errors so far)
2026-04-15 13:27:36,088 run_nebius INFO [minimax] 14/30 done (13 steps, 0 errors so far)
2026-04-15 13:27:36,096 run_nebius INFO [minimax] 15/30 done (12 steps, 0 errors so far)
2026-04-15 13:27:36,112 run_nebius INFO [minimax] 16/30 done (28 steps, 0 errors so far)
2026-04-15 13:27:36,117 run_nebius INFO [minimax] 17/30 done (6 steps, 0 errors so far)
2026-04-15 13:27:36,140 run_nebius INFO [minimax] 18/30 done (41 steps, 0 errors so far)
2026-04-15 13:27:36,145 run_nebius INFO [minimax] 19/30 done (5 steps, 0 errors so far)
2026-04-15 13:27:36,151 run_nebius INFO [minimax] 20/30 done (8 steps, 0 errors so far)
2026-04-15 13:27:36,161 run_nebius INFO [minimax] 21/30 done (18 steps, 0 errors so far)
2026-04-15 13:27:36,174 run_nebius INFO [minimax] 22/30 done (21 steps, 0 errors so far)
2026-04-15 13:27:36,187 run_nebius INFO [minimax] 23/30 done (21 steps, 0 errors so far)
2026-04-15 13:27:36,202 run_nebius INFO [minimax] 24/30 done (26 steps, 0 errors so far)
2026-04-15 13:27:36,233 run_nebius INFO [minimax] 25/30 done (57 steps, 0 errors so far)
2026-04-15 13:27:36,241 run_nebius INFO [minimax] 26/30 done (9 steps, 0 errors so far)
2026-04-15 13:27:36,248 run_nebius INFO [minimax] 27/30 done (12 steps, 0 errors so far)
2026-04-15 13:27:36,265 run_nebius INFO [minimax] 28/30 done (29 steps, 0 errors so far)
2026-04-15 13:27:36,271 run_nebius INFO [minimax] 29/30 done (9 steps, 0 errors so far)
2026-04-15 13:27:36,279 run_nebius INFO [minimax] 30/30 done (13 steps, 0 errors so far)
2026-04-15 13:27:36,279 run_nebius INFO done: 30 graded this run (632 steps), 0 errors, 30 total in cache
